"RESPNUM"	"CCGID"	"TERM"	"STRATA"	"ATYPE"	"AIRLINE"	"DEST"	"GATENUM"	"INTDATE"	"Q1"	"Q2_1"	"Q2_2"	"Q2_3"	"Q2_4"	"Q2_5"	"Q2_6"	"Q3_1"	"Q3_2"	"Q3_3"	"Q3_4"	"Q3_5"	"Q3_6"	"Q3A"	"Q4A"	"Q4B"	"Q4C"	"Q5"	"Q5AVG"	"SAQ"	"Q6A"	"Q6B"	"Q6C"	"Q6D"	"Q6E"	"Q6F"	"Q6G"	"Q6H"	"Q6I"	"Q6J"	"Q6K"	"Q6L"	"Q6M"	"Q6N"	"Q7COM1"	"Q7COM2"	"Q7COM3"	"Q7A1"	"Q7A2"	"Q7A3"	"Q8A"	"Q8B"	"Q8C"	"Q8D"	"Q8E"	"Q8F"	"Q8COM1"	"Q8COM2"	"Q8COM3"	"Q9"	"Q9APOS1"	"Q9APOS2"	"Q9APOS3"	"Q9ANEG1"	"Q9ANEG2"	"Q9ANEG3"	"Q9ANTR1"	"Q9ANTR2"	"Q9ANTR3"	"Q10"	"Q11"	"Q11A1"	"Q11A2"	"Q11A3"	"Q12"	"Q13A"	"Q13B"	"Q13_COM"	"Q13COM1"	"Q13COM2"	"Q13COM3"	"Q14"	"Q14A"	"Q14A1"	"Q14A2"	"Q14A3"	"Q15"	"SFFLAG"	"COUNTRY"	"Q17"	"AGE"	"Q18"	"Q19"	"INC"	"MAIL"	"LANG"	"DESTMARK"	"DESTINATION"	"DESTGEO"	"WEIGHT"	"Location.1"	"Q7_text_All"
"551"	"2,533"	2	3	2	16	1	11	8	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	1	1	2	3	4	3	3	4	4	NA	NA	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	4	4	NA	NA	NA	NA	1	NA	4	NA	NA	2	3	62	7	75	2	NA	""	1	1	1	"LONG BEACH,"	1	0.636476	NA	""
"552"	"2,534"	2	3	2	16	1	11	8	2	7	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	2	2	3	4.5	2	3	4	4	4	4	2	3	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	2	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	62	7	75	2	4	"175,000"	1	1	1	"LONG BEACH,"	1	0.636476	NA	""
"553"	"2,535"	2	3	2	16	1	11	8	2	6	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	2	2	1	1	2	6	6	6	4	4	4	4	4	4	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	6	6	6	6	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	5	NA	6	59.5	1	NA	""	1	1	1	"LONG BEACH,"	1	0.636476	NA	""
"554"	"2,536"	2	3	2	16	1	11	8	2	2	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	1	2	3	4.5	2	4	3	3	2	4	5	3	3	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	5	5	5	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	62	5	49.5	2	3	"125,000"	1	1	1	"LONG BEACH,"	1	0.636476	NA	""
"555"	"2,537"	2	3	2	16	1	11	8	2	2	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	NA	NA	3	4.5	2	3	4	4	2	4	4	4	4	5	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	5	5	5	5	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	NA	NA	NA	12	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	62	6	59.5	2	4	"175,000"	1	1	1	"LONG BEACH,"	1	0.636476	NA	""
"556"	"2,538"	2	3	2	16	1	11	8	2	3	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	2	2	1	1	5	18.5	2	3	3	3	4	4	4	6	6	4	4	4	1	2	3	21	5	71	NA	NA	NA	5	5	3	6	3	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	4	3	NA	2	NA	NA	2	NA	NA	NA	NA	1	13	62	3	29.5	2	3	"125,000"	1	1	1	"LONG BEACH,"	1	0.636476	NA	" Better services/amenities in other terminals than in this one  Food is low quality/need better, more, or healthier selections  Need more artwork/exhibitions/change artwork more frequently"
"557"	"2,539"	3	3	1	8	2	66	3	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	2	3	4.5	1	5	6	6	5	5	5	4	5	5	6	6	4	6	5	95	NA	NA	NA	NA	NA	5	6	6	6	6	5	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	5	5	NA	1	NA	NA	2	NA	NA	NA	NA	1	12	62	7	75	1	4	"175,000"	1	1	2	"MIAMI"	2	1.592296	NA	" Airlines neg comment"
"558"	"2,540"	3	3	1	8	2	66	3	2	2	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	NA	1	1	1	2	2	1	6	4	3	3	3	4	6	6	4	6	4	6	4	4	NA	NA	NA	23	99	NA	3	6	4	4	4	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	3	29.5	1	4	"175,000"	1	1	2	"MIAMI"	2	1.592296	NA	" Moving walkways/escalators/elevators not working/not enough/need upgrading   Need more/other security measures (local security, more at night, cameras, lighting, etc.)"
"559"	"2,541"	3	3	1	8	2	66	3	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	2	2	4	9.5	1	3	4	6	5	5	5	6	6	2	6	6	6	6	3	NA	NA	NA	50	51	NA	3	6	6	6	4	3	3	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	1	3	"125,000"	1	1	2	"MIAMI"	2	1.592296	NA	" Signage outside airport confusing/hard to get to airport/difficult to find correct terminal  Signage inside airport confusing/small/hard to find gate or airline"
"560"	"2,542"	3	3	1	8	2	66	3	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	3	4.5	1	5	4	3	5	5	4	3	5	5	5	5	5	6	4	9	8	NA	NA	NA	NA	5	4	5	6	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	12	62	6	59.5	2	4	"175,000"	1	1	2	"MIAMI"	2	1.592296	NA	" Need Starbucks/Peets/coffee house type restaurants (both before and after security)   Need restaurants/stores/clubs after security"
"561"	"2,543"	3	3	1	8	2	66	3	2	8	NA	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	1	1	1	2	6	6	4	4	6	6	6	3	5	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	6	6	6	6	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	5	5	NA	NA	NA	NA	1	NA	8	NA	NA	2	4	5	4	39.5	2	3	"125,000"	1	1	2	"MIAMI"	2	1.592296	NA	""
"562"	"2,544"	3	3	1	8	2	66	3	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	1	1	1	2	3	3	3	4	3	3	6	6	6	6	6	6	6	3	96	95	NA	NA	NA	NA	4	6	6	6	3	4	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	3	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	3	62	3	29.5	2	1	"25,000"	1	1	2	"MIAMI"	2	1.592296	NA	" Positive comment about security  Airlines neg comment"
"563"	"2,545"	3	3	1	8	2	66	3	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	1	2	2	2	3	3	4	4	3	3	3	3	4	4	3	3	3	4	NA	NA	NA	NA	NA	NA	4	3	3	3	4	4	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	5	NA	2	NA	NA	2	NA	NA	NA	NA	3	4	44	6	59.5	2	4	"175,000"	1	1	2	"MIAMI"	2	1.592296	NA	""
"564"	"2,546"	3	3	1	8	2	66	3	2	2	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	4	1	1	1	1	1	2	3	2	3	4	2	4	3	3	4	3	3	3	3	3	95	NA	NA	NA	NA	NA	4	4	4	6	4	5	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	1	4	11	NA	NA	14	5	5	NA	NA	NA	NA	1	NA	NA	NA	NA	4	3	62	3	29.5	1	2	"75,000"	1	1	2	"MIAMI"	2	1.592296	NA	" Airlines neg comment"
"565"	"2,547"	3	3	1	8	2	66	3	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	1	1	1	2	6	4	6	4	6	4	6	6	5	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	8	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	17	62	6	59.5	2	NA	""	1	1	2	"MIAMI"	2	1.592296	NA	""
"566"	"2,548"	3	3	1	8	2	66	3	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	1	2	1	1	2	2	6	3	4	4	3	6	6	4	6	5	6	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	""	1	1	2	"MIAMI"	2	1.592296	NA	""
"567"	"2,549"	3	3	1	28	2	89	3	2	1	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	2	1	1	6	36	1	4	4	3	6	3	3	6	6	4	6	5	6	3	4	38	NA	NA	NA	NA	NA	3	6	4	3	4	4	NA	NA	NA	5	6	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	3	NA	1	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	1	4	"175,000"	1	1	3	"SEATTLE"	1	1.592296	NA	" Too many flight delays/bad weather/inefficient air traffic control"
"568"	"2,550"	3	3	1	28	2	89	3	2	3	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	2	2	2	3	4.5	1	5	3	3	4	5	5	6	6	4	3	6	6	6	4	38	NA	NA	NA	NA	NA	4	6	6	6	4	4	NA	NA	NA	4	8	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	3	NA	1	NA	NA	2	NA	NA	NA	NA	1	1	62	7	75	2	2	"75,000"	1	1	3	"SEATTLE"	1	1.592296	NA	" Too many flight delays/bad weather/inefficient air traffic control"
"569"	"2,551"	3	3	1	28	2	89	3	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	2	1	1	3	4.5	1	4	4	4	5	5	4	6	6	5	6	5	6	4	4	40	NA	NA	NA	NA	NA	3	6	4	4	4	4	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	1	5	11	NA	NA	2	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	2	21	1	2	"75,000"	1	1	3	"SEATTLE"	1	1.592296	NA	" General positive comments about SFO"
"570"	"2,552"	3	3	1	28	2	89	3	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	1	1	4	9.5	1	3	3	4	5	5	5	5	5	3	5	6	6	6	5	73	NA	NA	NA	NA	NA	5	5	6	6	5	5	2	NA	NA	4	9	NA	NA	NA	NA	NA	NA	NA	NA	1	5	11	NA	NA	11	5	6	NA	NA	NA	NA	1	NA	12	NA	NA	3	4	62	3	29.5	1	4	"175,000"	1	1	3	"SEATTLE"	1	1.592296	NA	" Wifi-not free long enough/difficult to access/doesn’t cover entire airport/overloaded/didn’t know was available"
"571"	"2,553"	3	3	1	28	2	89	3	1	1	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	1	2	2	2	1	3	4	4	5	4	4	3	3	6	6	6	6	6	4	73	NA	NA	NA	NA	NA	4	6	6	6	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	3	29.5	1	2	"75,000"	1	1	3	"SEATTLE"	1	1.592296	NA	" Wifi-not free long enough/difficult to access/doesn’t cover entire airport/overloaded/didn’t know was available"
"572"	"2,554"	3	3	1	28	2	89	3	2	1	8	NA	NA	NA	NA	8	11	NA	NA	NA	NA	9	2	1	1	4	9.5	2	4	3	3	4	5	5	6	6	6	6	6	6	6	4	40	NA	NA	NA	NA	NA	3	6	6	6	4	4	NA	NA	NA	5	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	1	4	"175,000"	1	1	3	"SEATTLE"	1	1.592296	NA	" General positive comments about SFO"
"573"	"2,555"	3	3	1	28	2	89	3	2	1	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	2	2	2	4	9.5	2	5	4	3	3	4	4	4	4	3	2	4	3	4	4	35	NA	NA	NA	NA	NA	4	4	4	3	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	12	62	6	59.5	1	4	"175,000"	1	1	3	"SEATTLE"	1	1.592296	NA	" Parking too far away/not enough/hard to find /expensive"
"574"	"2,556"	3	3	1	28	1	87	3	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	1	2	2	2	1	5	6	6	5	5	5	6	5	1	2	4	6	6	4	50	NA	NA	NA	NA	NA	4	5	6	6	6	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	62	4	39.5	2	4	"175,000"	1	1	1	"SANTA BARBAR"	1	1.592296	NA	" Signage outside airport confusing/hard to get to airport/difficult to find correct terminal"
"575"	"2,557"	3	3	1	28	1	87	3	1	6	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	1	1	1	1	6	5	5	5	5	5	5	5	5	6	5	6	6	5	NA	NA	NA	NA	NA	NA	5	6	5	6	5	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	3	62	2	21	2	1	"25,000"	1	1	1	"SANTA BARBAR"	1	1.592296	NA	""
"576"	"2,558"	3	3	1	28	1	87	3	1	4	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	2	2	2	1	4	4	3	5	4	5	3	3	4	3	6	3	6	4	NA	NA	NA	NA	NA	NA	4	5	6	6	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	3	62	2	21	2	1	"25,000"	1	1	1	"SANTA BARBAR"	1	1.592296	NA	""
"577"	"2,559"	3	3	1	28	1	87	3	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	2	2	4	9.5	1	3	3	6	2	4	3	6	4	4	6	6	6	6	2	38	NA	NA	95	NA	NA	3	6	6	6	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	4	2	NA	NA	NA	NA	1	NA	1	NA	NA	2	3	62	7	75	2	1	"25,000"	1	1	1	"SANTA BARBAR"	1	1.592296	NA	" Too many flight delays/bad weather/inefficient air traffic control  Airlines neg comment"
"578"	"2,560"	3	3	1	28	1	87	3	2	1	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	1	2	2	1	3	4.5	2	5	4	6	4	4	4	6	6	4	3	6	3	6	4	NA	NA	NA	NA	NA	NA	4	4	6	6	5	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	17	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	4	3	62	6	59.5	1	3	"125,000"	1	1	1	"SANTA BARBAR"	1	1.592296	NA	""
"579"	"2,561"	3	3	1	28	1	87	3	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	1	1	2	2	2	5	4	4	3	3	2	2	3	4	3	6	6	6	4	20	NA	NA	NA	NA	NA	4	3	6	6	4	4	NA	NA	NA	4	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	3	3	NA	NA	NA	NA	2	NA	NA	NA	NA	4	3	62	5	49.5	NA	1	"25,000"	1	1	1	"SANTA BARBAR"	1	1.592296	NA	" Airport Layout-Terminals too far away/confusing/too difficult/takes too long to get around airport/no way to get between terminals after getting through security/domestic airlines in international terminal"
"580"	"2,562"	3	3	1	28	1	87	3	1	3	6	8	NA	NA	NA	3	11	NA	NA	NA	NA	9	NA	NA	1	3	4.5	2	5	5	3	3	4	4	4	4	4	4	4	3	3	4	3	36	NA	NA	NA	NA	5	5	5	5	5	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	3	4	NA	NA	NA	NA	2	NA	NA	NA	NA	3	3	62	5	49.5	2	2	"75,000"	1	1	1	"SANTA BARBAR"	1	1.592296	NA	" Restaurants/food is good  Airport personnel positive comment"
"581"	"2,563"	3	3	1	28	1	87	3	1	1	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	1	3	4.5	2	4	4	4	5	4	4	4	4	6	6	6	6	6	4	30	NA	NA	NA	NA	NA	3	6	6	6	3	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	3	3	62	6	59.5	2	2	"75,000"	1	1	1	"SANTA BARBAR"	1	1.592296	NA	" Facilities need upgrading/airport looks old/outdated"
"801"	"1"	3	2	1	24	2	77	1	2	1	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	2	2	2	1	4	9.5	1	5	5	4	5	4	4	6	6	4	5	6	6	6	5	40	NA	NA	NA	NA	NA	4	4	6	6	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	15	62	5	49.5	1	2	"75,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	" General positive comments about SFO"
"802"	"2"	3	2	1	24	2	77	1	2	4	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	1	2	2	2	2	1	3	1	2	3	4	3	6	6	6	6	4	6	6	2	75	71	27	NA	NA	NA	3	6	4	6	6	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	4	NA	8	NA	NA	2	NA	NA	NA	NA	1	10	62	2	21	1	NA	""	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	" Need more entertainment- TV’s/Computers  Need more artwork/exhibitions/change artwork more frequently  Airtrain not convenient/slow/difficult to use/not enough seats"
"803"	"3"	3	2	1	24	2	77	1	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	2	2	2	1	4	4	6	5	5	5	5	5	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	6	6	6	5	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	4	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	5	NA	4	39.5	2	NA	""	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	""
"804"	"4"	3	2	1	24	2	77	1	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	1	1	1	1	3	4	6	4	6	4	6	6	6	6	6	6	6	4	75	NA	NA	NA	NA	NA	3	6	6	6	4	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	4	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	5	49.5	1	2	"75,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	" Need more entertainment- TV’s/Computers"
"805"	"5"	3	2	1	24	2	77	1	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	3	2	1	2	2	1	4	4	6	3	3	3	6	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	3	6	6	6	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	6	12	NA	11	4	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	4	39.5	2	3	"125,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	""
"806"	"6"	3	2	1	24	2	77	1	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	1	2	2	1	5	5	5	4	4	5	6	5	6	6	4	6	6	5	31	75	NA	NA	NA	NA	5	6	5	6	5	5	NA	NA	NA	5	7	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	7	75	2	2	"75,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	" Airport is crowded/More seating needed  Need more entertainment- TV’s/Computers"
"807"	"7"	3	2	1	24	2	77	1	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	2	1	1	1	6	6	6	5	5	6	6	6	6	6	6	6	6	4	33	NA	NA	NA	NA	NA	5	6	6	6	6	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	7	75	1	2	"75,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	" Need better disabled access-ramps, carts"
"808"	"8"	3	2	1	24	2	77	1	2	6	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	NA	NA	2	2	2	4	4	4	4	3	4	3	3	5	4	4	4	4	4	NA	NA	NA	NA	NA	NA	4	6	4	4	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	4	39.5	2	2	"75,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	""
"809"	"9"	3	2	1	24	2	77	1	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	2	2	1	1	1	2	4	4	3	4	4	4	6	6	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	NA	6	6	6	6	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	NA	11	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5	NA	NA	NA	NA	NA	""	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	""
"810"	"10"	3	2	1	24	2	77	1	1	3	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	NA	NA	1	1	1	2	6	4	6	4	6	4	6	6	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	2	6	6	6	4	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	4	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	5	49.5	2	2	"75,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	""
"811"	"11"	3	2	1	24	2	77	1	1	4	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	1	1	2	5	3	4	5	4	5	5	5	4	5	5	4	5	5	NA	NA	NA	NA	NA	NA	5	4	6	2	6	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	11	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	2	21	2	2	"75,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	""
"812"	"12"	3	2	1	24	2	77	1	2	2	8	NA	NA	NA	NA	12	11	NA	NA	NA	NA	9	1	3	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	3	6	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	36	7	75	1	1	"25,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	""
"813"	"13"	3	2	1	24	2	77	1	1	1	2	5	8	NA	NA	3	11	NA	NA	NA	NA	9	1	1	1	NA	NA	2	NA	2	3	1	4	4	4	4	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4	36	6	59.5	NA	2	"75,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	""
"814"	"14"	3	2	1	24	2	77	1	1	2	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	1	1	2	3	3	3	5	5	4	3	3	3	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	3	6	NA	6	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4	36	7	75	2	3	"125,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	""
"815"	"15"	3	2	1	24	2	77	1	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	4	9.5	2	5	4	3	2	3	3	3	3	3	1	2	6	6	4	95	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	5	7	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	2	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	62	5	49.5	2	4	"175,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	" Airlines neg comment"
"816"	"16"	3	2	1	24	2	77	1	1	1	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	NA	NA	1	1	1	2	6	5	5	6	6	5	6	6	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	3	6	6	6	5	5	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	1	5	4	5	NA	11	5	6	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	62	6	59.5	2	4	"175,000"	1	1	2	"SAN ANTONIO,"	3	1.592296	NA	""
